Label,OpArea, OpStaticEnergy, OpDynEnergy,InstMemBitwidth, InstMemDepth,InstMemArea, InstMemStaticEn,InstMemDynEn,InternalRegFileBitwidth,InternalRegFileDepth,InternalRegFileAccesses,InternalRegFileArea, InternalRegFileStaticEn, InternalRegFileDynEn,TotalFUArea,TotalFUStaticEn,TotalFUDynEn
add_0,1854.383979,0.361825,2.436780,32,11,2491.103974,0.507700,0.022152,64,11,36,4879.055948,1.006100,1.750241,9224.543901,1.390077,28.798491
add_1,1854.383979,0.361825,2.436780,32,6,1439.759984,0.292855,0.011999,64,6,16,2820.047970,0.578450,0.370639,6114.191933,0.952274,15.063311
add_2,1854.383979,0.361825,2.436780,32,3,817.487992,0.165655,0.010257,64,3,6,1605.407984,0.327800,0.121059,4277.279955,0.699882,7.462170
mul_0,33555.311530,6.193750,52.428970,32,18,3957.071956,0.812650,0.031904,64,20,70,8535.743906,1.773750,4.727722,46048.127392,7.999404,949.023455
mul_1,33555.311530,6.193750,52.428970,32,7,1630.607982,0.333460,0.013062,64,9,24,4063.247954,0.910000,0.880724,39249.167466,7.116812,367.974952
load_0,0,0,0,16,50,5505.315299,1.113500,0.067021,64,1,69,781.945432,0.162846,1.039456,6287.260731,1.276346,4.390483
store_0,0,0,0,16,1,209.528638,0.041625,0.004234,64,1,2,781.945432,0.162846,0.030129,991.474070,0.204471,0.034364
store_1,0,0,0,16,2,308.447998,0.061345,0.004658,64,2,4,1182.383988,0.237495,0.080036,1490.831986,0.298840,0.089351
store_2,0,0,0,16,1,209.528638,0.041625,0.004234,64,1,2,781.945432,0.162846,0.030129,991.474070,0.204471,0.034364
store_3,0,0,0,16,1,209.528638,0.041625,0.004234,64,1,2,781.945432,0.162846,0.030129,991.474070,0.204471,0.034364
